Date,Close/Last
1/6/2017,33.8
1/5/2017,34
1/4/2017,34.2
1/3/2017,34.75
12/30/2016,33.65
12/29/2016,34.2
12/28/2016,34.55
12/27/2016,35.45
12/23/2016,35.3
12/22/2016,35.1
12/21/2016,34.7
12/20/2016,33.45
12/19/2016,33.2
12/16/2016,31.9
12/15/2016,32
12/14/2016,31.75
12/13/2016,32
12/12/2016,32.35
12/9/2016,32.6
12/8/2016,32.1
12/7/2016,32.65
12/6/2016,33.8
12/5/2016,33.1
12/2/2016,32.25
12/1/2016,33.5
11/30/2016,33.95
11/29/2016,34.55
11/28/2016,33.9
11/25/2016,34.95
11/23/2016,34.9
11/22/2016,34.7
11/21/2016,34.75
11/18/2016,35.05
11/17/2016,35.5
11/16/2016,34.5
11/15/2016,34.55
11/14/2016,34.5
11/11/2016,34.5
11/10/2016,33.4
11/9/2016,33.4
11/8/2016,32.25
11/7/2016,32.1
11/4/2016,31.3
11/3/2016,30.8
11/2/2016,30.6
11/1/2016,30.7
10/31/2016,31.45
10/28/2016,31.35
10/27/2016,31.45
10/26/2016,31.7
10/25/2016,31.6
10/24/2016,32.1
10/21/2016,31.8
10/20/2016,31.6
10/19/2016,31.55
10/18/2016,31.6
10/17/2016,31.55
10/14/2016,31.75
10/13/2016,31.35
10/12/2016,31.9
10/11/2016,31.5
10/10/2016,32.3
10/7/2016,32.24
10/6/2016,32.46
10/5/2016,31.94
10/4/2016,31.63
10/3/2016,32.22
9/30/2016,31.09
9/29/2016,30.8
9/28/2016,31.31
9/27/2016,31.32
9/26/2016,30.63
9/23/2016,31.33
9/22/2016,31.66
9/21/2016,31.5
9/20/2016,31.77
9/19/2016,31.84
9/16/2016,31.91
9/15/2016,31.61
9/14/2016,31
9/13/2016,30.95
9/12/2016,31
9/9/2016,30.3
9/8/2016,30.83
9/7/2016,30.99
9/6/2016,30.53
9/2/2016,30.5
9/1/2016,30.51
8/31/2016,30.41
8/30/2016,29.82
8/29/2016,29.79
8/26/2016,29.63
8/25/2016,30.16
8/24/2016,30.1
8/23/2016,29.75
8/22/2016,29.66
8/19/2016,29.91
8/18/2016,30.09
8/17/2016,29.66
8/16/2016,29.75
8/15/2016,29.71
8/12/2016,29.8
8/11/2016,29.65
8/10/2016,29.4
8/9/2016,28.87
8/8/2016,28.92
8/5/2016,29.03
8/4/2016,28.66
8/3/2016,28.23
8/2/2016,27.83
8/1/2016,28.46
7/29/2016,29.42
7/28/2016,29.53
7/27/2016,29.26
7/26/2016,29.94
7/25/2016,29.92
7/22/2016,30.6
7/21/2016,30.08
7/20/2016,30.06
7/19/2016,30.49
7/18/2016,30.56
7/15/2016,30.63
7/14/2016,30.6
7/13/2016,30.63
7/12/2016,29.8
7/11/2016,27.77
7/8/2016,27.59
7/7/2016,27.59
7/6/2016,27.11
7/5/2016,27.41
7/1/2016,28.19
6/30/2016,27.61
6/29/2016,27.42
6/28/2016,26.51
6/27/2016,26.02
6/24/2016,26.94
6/23/2016,27.24
6/22/2016,26.93
6/21/2016,27.1
6/20/2016,27.4
6/17/2016,27.05
6/16/2016,27.23
6/15/2016,26.86
6/14/2016,26.58
6/13/2016,26.53
6/10/2016,26.94
6/9/2016,27.82
6/8/2016,27.9
6/7/2016,27.91
6/6/2016,28.19
6/3/2016,28.58
6/2/2016,28.99
6/1/2016,28.93
5/31/2016,28.74
5/27/2016,29.12
5/26/2016,28.53
5/25/2016,28.48
5/24/2016,28.66
5/23/2016,28.15
5/20/2016,28.23
5/19/2016,28.03
5/18/2016,28.9
5/17/2016,29.31
5/16/2016,29.33
5/13/2016,29.31
5/12/2016,29.23
5/11/2016,29.65
5/10/2016,29.93
